required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills
"ci/cd, docker, node.js, pandas, power bi, rest, tableau, typescript","django, excel, git, java, kubernetes, react, tableau",2.0,6.1,1.0,0.0,0.493,"ci/cd, docker, node.js, pandas, power bi, rest, typescript"
"azure, ci/cd, gcp, graphql, linux, spark, tensorflow","etl, kubernetes, pandas, power bi, pytorch, tableau",1.0,1.9,0.0,0.0,0.207,"azure, ci/cd, gcp, graphql, linux, spark, tensorflow"
"aws, flask, git, java, linux, numpy, rest, typescript","docker, etl, pandas, sql, scikit-learn, tensorflow",1.0,5.9,0.0,1.0,0.327,"aws, flask, git, java, linux, numpy, rest, typescript"
"flask, node.js, numpy, power bi, rest, tableau","flask, java, kubernetes, python",1.0,4.6,1.0,0.0,0.388,"node.js, numpy, power bi, rest, tableau"
"airflow, azure, etl, flask, gcp, hadoop, pandas, pytorch","airflow, ci/cd, django, excel, gcp, graphql, kubernetes, linux",2.0,2.6,2.0,1.0,0.488,"azure, etl, flask, hadoop, pandas, pytorch"
"django, docker, flask, java, node.js, pandas, python, tableau","azure, hadoop, numpy, pytorch, r, spark",1.0,4.3,0.0,0.0,0.279,"django, docker, flask, java, node.js, pandas, python, tableau"
"kubernetes, sql, scikit-learn, tensorflow, typescript","flask, git, graphql, javascript, kubernetes, tensorflow",2.0,7.1,2.0,1.0,0.623,"sql, scikit-learn, typescript"
"aws, graphql, hadoop, r, spark","aws, azure, django, gcp, hadoop, java, node.js, react, sql, scikit-learn",2.0,4.5,2.0,1.0,0.545,"graphql, r, spark"
"azure, docker, javascript, kubernetes, linux, r, typescript","docker, git, java, linux, numpy, python, rest, react, tableau",0.0,4.0,2.0,1.0,0.47,"azure, javascript, kubernetes, r, typescript"
"azure, ci/cd, excel, node.js, power bi, r, spark","ci/cd, javascript, linux, pandas, power bi, rest, tensorflow, typescript",2.0,7.2,2.0,1.0,0.626,"azure, excel, node.js, r, spark"
"airflow, docker, graphql, r, spark, tensorflow","ci/cd, flask, graphql, java, python, react, tableau",2.0,8.6,1.0,0.0,0.568,"airflow, docker, r, spark, tensorflow"
"ci/cd, etl, flask, gcp, graphql, kubernetes","aws, airflow, graphql, javascript, linux, power bi, pytorch, r, sql, typescript",1.0,4.0,1.0,0.0,0.37,"ci/cd, etl, flask, gcp, kubernetes"
"etl, git, graphql, javascript, power bi, r","azure, git, hadoop, node.js, power bi, sql, spark",3.0,4.0,2.0,0.0,0.53,"etl, graphql, javascript, r"
"docker, git, kubernetes, pandas, rest, tableau, tensorflow","aws, flask, pytorch, python, rest",1.0,2.5,1.0,0.0,0.325,"docker, git, kubernetes, pandas, tableau, tensorflow"
"django, docker, excel, flask, git, tableau, typescript","airflow, javascript, numpy, rest",1.0,5.4,0.0,0.0,0.312,"django, docker, excel, flask, git, tableau, typescript"
"etl, flask, javascript, kubernetes, node.js, tableau, tensorflow","ci/cd, gcp, javascript, python, react, typescript",1.0,3.4,1.0,0.0,0.352,"etl, flask, kubernetes, node.js, tableau, tensorflow"
"docker, javascript, kubernetes, r, sql, tensorflow","ci/cd, django, excel, pandas, typescript",1.0,4.1,0.0,1.0,0.273,"docker, javascript, kubernetes, r, sql, tensorflow"
"aws, gcp, graphql, node.js, pytorch, python, r","airflow, ci/cd, etl, git, graphql, javascript",1.0,3.5,1.0,0.0,0.355,"aws, gcp, node.js, pytorch, python, r"
"docker, excel, flask, git, graphql, hadoop, pytorch, rest","aws, airflow, excel, gcp, java, linux, r, scikit-learn",1.0,6.9,1.0,1.0,0.457,"docker, flask, git, graphql, hadoop, pytorch, rest"
"django, flask, graphql, javascript, pytorch, react, typescript","azure, ci/cd, django, gcp, hadoop, javascript, linux, scikit-learn, tableau",1.0,6.9,2.0,1.0,0.557,"flask, graphql, pytorch, react, typescript"
"docker, etl, gcp, graphql, node.js, python, spark, tableau","django, hadoop, kubernetes, linux, node.js, pytorch, scikit-learn, spark",1.0,2.1,2.0,1.0,0.413,"docker, etl, gcp, graphql, python, tableau"
"flask, hadoop, java, javascript, pytorch, python, spark","airflow, etl, flask, java, javascript, linux, node.js, tableau",2.0,4.8,3.0,1.0,0.654,"hadoop, pytorch, python, spark"
"flask, gcp, javascript, spark, typescript","aws, airflow, gcp, javascript, pytorch, rest, react, spark",3.0,2.6,3.0,1.0,0.588,"flask, typescript"
"airflow, etl, flask, graphql, pytorch, scikit-learn","django, excel, gcp, git, pandas, rest, react, scikit-learn, tensorflow",1.0,4.1,1.0,0.0,0.373,"airflow, etl, flask, graphql, pytorch"
"azure, django, graphql, r, rest","airflow, pandas, power bi, pytorch, sql, scikit-learn, spark, tensorflow",3.0,2.4,0.0,1.0,0.282,"azure, django, graphql, r, rest"
"etl, git, javascript, numpy, pandas, pytorch","flask, graphql, javascript, node.js, numpy, pytorch",1.0,0.0,3.0,0.0,0.45,"etl, git, pandas"
"etl, git, kubernetes, linux, pandas, r, scikit-learn, spark","azure, java, pandas, react, scikit-learn",2.0,4.4,2.0,0.0,0.542,"etl, git, kubernetes, linux, r, spark"
"django, etl, hadoop, power bi, pytorch, typescript","aws, ci/cd, flask, hadoop, tableau, tensorflow",1.0,7.5,1.0,1.0,0.475,"django, etl, power bi, pytorch, typescript"
"ci/cd, docker, python, react, spark, tensorflow","excel, git, graphql, node.js, numpy, sql, tensorflow",2.0,5.7,1.0,1.0,0.481,"ci/cd, docker, python, react, spark"
"airflow, gcp, hadoop, power bi, python, r","django, etl, graphql, kubernetes, power bi",1.0,3.8,1.0,0.0,0.364,"airflow, gcp, hadoop, python, r"
"django, power bi, r, react, spark","aws, airflow, django, etl, excel, hadoop, javascript, sql, scikit-learn, tensorflow",2.0,1.5,1.0,0.0,0.355,"power bi, r, react, spark"
"ci/cd, docker, etl, java, numpy, rest, react","aws, excel, flask, javascript, kubernetes, power bi, pytorch, rest, scikit-learn, typescript",1.0,1.7,1.0,0.0,0.301,"ci/cd, docker, etl, java, numpy, react"
"django, excel, graphql, linux, numpy, pytorch, tableau","aws, azure, django, excel, gcp, linux, node.js, pandas",1.0,5.9,3.0,0.0,0.627,"graphql, numpy, pytorch, tableau"
"docker, node.js, numpy, pytorch, scikit-learn, spark, tensorflow, typescript","django, git, react, sql",1.0,0.1,0.0,0.0,0.153,"docker, node.js, numpy, pytorch, scikit-learn, spark, tensorflow, typescript"
"airflow, git, hadoop, numpy, pandas, scikit-learn, tableau, typescript","django, excel, flask, gcp, javascript, node.js, typescript",2.0,3.3,1.0,0.0,0.409,"airflow, git, hadoop, numpy, pandas, scikit-learn, tableau"
"etl, excel, gcp, pytorch, r, scikit-learn","aws, ci/cd, graphql, tableau, tensorflow",1.0,4.5,0.0,0.0,0.285,"etl, excel, gcp, pytorch, r, scikit-learn"
"airflow, java, pytorch, rest, sql","django, flask, linux, pandas, power bi, pytorch, python, sql, tableau",2.0,0.6,2.0,1.0,0.428,"airflow, java, rest"
"azure, ci/cd, excel, flask, node.js, scikit-learn, spark","aws, azure, ci/cd, etl, gcp, git, java, linux, power bi, rest",1.0,1.2,2.0,1.0,0.386,"excel, flask, node.js, scikit-learn, spark"
"aws, ci/cd, flask, javascript, python, tensorflow, typescript","airflow, django, flask, git, java, numpy, rest",1.0,3.0,1.0,0.0,0.34,"aws, ci/cd, javascript, python, tensorflow, typescript"
"etl, graphql, javascript, kubernetes, pandas, react","python, react, tableau, typescript",3.0,2.9,1.0,0.0,0.397,"etl, graphql, javascript, kubernetes, pandas"
"azure, flask, numpy, pandas, react, scikit-learn, typescript","airflow, etl, graphql, hadoop, java, r, react, tableau, tensorflow",1.0,3.0,1.0,0.0,0.34,"azure, flask, numpy, pandas, scikit-learn, typescript"
"ci/cd, docker, gcp, node.js, python, r, spark","java, numpy, power bi, python, scikit-learn, spark",3.0,3.4,2.0,0.0,0.512,"ci/cd, docker, gcp, node.js, r"
"airflow, excel, numpy, pandas, sql, scikit-learn, spark","excel, kubernetes, node.js, rest, sql, typescript",1.0,7.1,2.0,1.0,0.563,"airflow, numpy, pandas, scikit-learn, spark"
"etl, git, graphql, numpy, pandas, pytorch, r, spark","django, hadoop, numpy, react",1.0,3.9,1.0,0.0,0.367,"etl, git, graphql, pandas, pytorch, r, spark"
"git, java, kubernetes, node.js, numpy, sql, tableau, typescript","ci/cd, excel, gcp, kubernetes, numpy, python",2.0,1.3,2.0,1.0,0.449,"git, java, node.js, sql, tableau, typescript"
"docker, gcp, javascript, numpy, r","azure, docker, pandas, scikit-learn",1.0,3.4,1.0,0.0,0.352,"gcp, javascript, numpy, r"
"aws, django, hadoop, kubernetes, linux, r, tableau","aws, flask, git, hadoop, javascript, numpy, python, sql, tensorflow",1.0,2.9,2.0,0.0,0.437,"django, kubernetes, linux, r, tableau"
"azure, ci/cd, hadoop, linux, node.js, power bi","django, hadoop, java, javascript, power bi, python, rest",1.0,5.0,2.0,0.0,0.5,"azure, ci/cd, linux, node.js"
"django, etl, git, java, linux, node.js, r, react","azure, graphql, hadoop, javascript, node.js, pandas, spark",2.0,5.9,1.0,1.0,0.487,"django, etl, git, java, linux, r, react"
"django, excel, gcp, java, power bi, rest, tensorflow","docker, git, kubernetes, power bi, pytorch, python, r, scikit-learn, tensorflow, typescript",1.0,3.6,2.0,0.0,0.458,"django, excel, gcp, java, rest"
"ci/cd, javascript, linux, pandas, pytorch, python, react, scikit-learn","excel, rest, sql, spark",1.0,0.8,0.0,0.0,0.174,"ci/cd, javascript, linux, pandas, pytorch, python, react, scikit-learn"
"ci/cd, docker, flask, node.js, react, typescript","airflow, ci/cd, numpy, pytorch, spark, tensorflow, typescript",1.0,3.6,2.0,0.0,0.458,"docker, flask, node.js, react"
"aws, airflow, etl, hadoop, javascript, scikit-learn, spark","flask, gcp, linux, numpy, pandas, pytorch",1.0,5.1,0.0,1.0,0.303,"aws, airflow, etl, hadoop, javascript, scikit-learn, spark"
"azure, ci/cd, flask, javascript, kubernetes, pandas, rest","docker, etl, git, java, javascript, pandas, pytorch",2.0,8.2,2.0,1.0,0.656,"azure, ci/cd, flask, kubernetes, rest"
"aws, ci/cd, gcp, git, kubernetes, rest, react","etl, graphql, hadoop, pytorch",2.0,3.8,0.0,0.0,0.324,"aws, ci/cd, gcp, git, kubernetes, rest, react"
"aws, airflow, numpy, sql, spark","aws, java, numpy, power bi",1.0,4.0,2.0,0.0,0.47,"airflow, sql, spark"
"azure, ci/cd, pytorch, r, sql, spark, typescript","azure, ci/cd, kubernetes, numpy, pandas, python, tensorflow",2.0,3.9,2.0,0.0,0.527,"pytorch, r, sql, spark, typescript"
"aws, azure, etl, flask, java, node.js, power bi, python","azure, ci/cd, docker, pytorch",2.0,2.1,1.0,0.0,0.373,"aws, etl, flask, java, node.js, power bi, python"
"airflow, ci/cd, gcp, kubernetes, numpy, rest, tableau, tensorflow","git, power bi, spark, tableau",2.0,1.8,1.0,0.0,0.364,"airflow, ci/cd, gcp, kubernetes, numpy, rest, tensorflow"
"flask, git, graphql, javascript, scikit-learn","excel, scikit-learn, spark, typescript",1.0,5.1,1.0,1.0,0.403,"flask, git, graphql, javascript"
"aws, ci/cd, docker, etl, flask, linux, power bi","airflow, excel, java, javascript, power bi, scikit-learn, typescript",2.0,2.6,1.0,0.0,0.388,"aws, ci/cd, docker, etl, flask, linux"
"aws, ci/cd, django, etl, hadoop, python, rest, typescript","airflow, django, hadoop, java, node.js, r, rest, spark, tensorflow",1.0,1.9,3.0,1.0,0.507,"aws, ci/cd, etl, python, typescript"
"ci/cd, django, pytorch, rest, react, scikit-learn","excel, node.js, power bi, sql, spark, tensorflow",1.0,0.5,0.0,0.0,0.165,"ci/cd, django, pytorch, rest, react, scikit-learn"
"airflow, etl, excel, gcp, r, scikit-learn, spark, tensorflow","docker, git, numpy, rest, scikit-learn, tableau, tensorflow",1.0,0.0,2.0,1.0,0.35,"airflow, etl, excel, gcp, r, spark"
"django, flask, graphql, python, typescript","excel, gcp, graphql, hadoop, java, kubernetes, node.js, rest, typescript",2.0,1.6,2.0,1.0,0.458,"django, flask, python"
"azure, django, hadoop, r, react, scikit-learn, tensorflow, typescript","django, docker, flask, linux, numpy, tensorflow, typescript",2.0,3.6,3.0,1.0,0.618,"azure, hadoop, r, react, scikit-learn"
"ci/cd, etl, excel, linux, scikit-learn, spark","django, pytorch, r, scikit-learn, tableau",1.0,1.5,1.0,0.0,0.295,"ci/cd, etl, excel, linux, spark"
"docker, java, javascript, node.js, rest, sql, tensorflow","docker, git, hadoop, java, linux, python, r, spark",1.0,0.0,2.0,0.0,0.35,"javascript, node.js, rest, sql, tensorflow"
"airflow, ci/cd, graphql, power bi, sql, scikit-learn, spark","airflow, flask, hadoop, kubernetes, react, spark",2.0,1.2,2.0,0.0,0.446,"ci/cd, graphql, power bi, sql, scikit-learn"
"azure, ci/cd, django, javascript, react, spark, typescript","gcp, hadoop, node.js, pytorch, spark",2.0,4.4,1.0,0.0,0.442,"azure, ci/cd, django, javascript, react, typescript"
"docker, excel, git, java, javascript, python, r, rest","aws, hadoop, node.js, numpy, scikit-learn, spark, typescript",1.0,3.0,0.0,0.0,0.24,"docker, excel, git, java, javascript, python, r, rest"
"django, git, java, numpy, rest, sql, tableau","aws, ci/cd, excel, kubernetes, linux, react, tableau, tensorflow",1.0,1.5,1.0,0.0,0.295,"django, git, java, numpy, rest, sql"
"flask, power bi, python, rest, tableau","azure, ci/cd, flask, git, graphql, linux, node.js, numpy, pytorch, tableau",1.0,3.3,2.0,1.0,0.449,"power bi, python, rest"
"excel, flask, git, graphql, numpy, pandas, python","azure, django, graphql, linux",1.0,1.9,1.0,0.0,0.307,"excel, flask, git, numpy, pandas, python"
"ci/cd, docker, flask, git, hadoop, java, scikit-learn","airflow, graphql, pytorch, python, rest, tableau",2.0,1.7,0.0,0.0,0.261,"ci/cd, docker, flask, git, hadoop, java, scikit-learn"
"airflow, excel, pytorch, rest, spark","git, node.js, numpy, python, tableau",2.0,4.0,0.0,0.0,0.33,"airflow, excel, pytorch, rest, spark"
"ci/cd, gcp, hadoop, javascript, kubernetes, node.js, python, typescript","django, gcp, graphql, hadoop",2.0,3.6,2.0,1.0,0.518,"ci/cd, javascript, kubernetes, node.js, python, typescript"
"etl, graphql, java, node.js, sql, spark, tensorflow","graphql, kubernetes, python, rest, react",1.0,3.1,1.0,0.0,0.343,"etl, java, node.js, sql, spark, tensorflow"
"etl, java, javascript, power bi, pytorch, rest, spark","airflow, django, etl, gcp, hadoop, javascript, power bi, react, scikit-learn",1.0,1.2,3.0,1.0,0.486,"java, pytorch, rest, spark"
"airflow, ci/cd, django, javascript, r, spark","etl, javascript, linux, r, sql",2.0,5.0,2.0,1.0,0.56,"airflow, ci/cd, django, spark"
"ci/cd, django, excel, gcp, graphql, power bi, tableau","azure, javascript, kubernetes, power bi, r, spark, tensorflow",1.0,7.6,1.0,1.0,0.478,"ci/cd, django, excel, gcp, graphql, tableau"
"numpy, power bi, python, spark, tensorflow","django, docker, git, hadoop, kubernetes, linux, node.js, python, rest, sql",3.0,3.1,1.0,0.0,0.403,"numpy, power bi, spark, tensorflow"
"flask, graphql, javascript, numpy, rest, typescript","aws, graphql, javascript, node.js, rest, tableau",2.0,3.4,3.0,0.0,0.612,"flask, numpy, typescript"
"etl, graphql, numpy, r, react, tableau","azure, ci/cd, docker, pandas, power bi, python, spark",2.0,4.8,0.0,1.0,0.354,"etl, graphql, numpy, r, react, tableau"
"git, linux, power bi, python, react, sql","azure, git, java, linux, node.js, r",3.0,5.5,2.0,1.0,0.575,"power bi, python, react, sql"
"hadoop, javascript, node.js, pytorch, react","gcp, javascript, kubernetes, react, typescript",2.0,2.1,2.0,0.0,0.473,"hadoop, node.js, pytorch"
"etl, kubernetes, rest, sql, spark","ci/cd, docker, flask, hadoop, rest, react, tableau",1.0,2.7,1.0,0.0,0.331,"etl, kubernetes, sql, spark"
"excel, flask, gcp, kubernetes, python","airflow, excel, gcp, numpy, rest, sql, spark, tensorflow",1.0,6.1,2.0,0.0,0.533,"flask, kubernetes, python"
"azure, graphql, javascript, kubernetes, react, typescript","aws, airflow, django, hadoop, java, javascript, power bi, pytorch, python",1.0,3.9,1.0,0.0,0.367,"azure, graphql, kubernetes, react, typescript"
"azure, java, pandas, pytorch, scikit-learn","airflow, gcp, graphql, linux, python, react, spark",3.0,1.0,0.0,0.0,0.24,"azure, java, pandas, pytorch, scikit-learn"
"flask, gcp, hadoop, linux, node.js, scikit-learn, tensorflow","azure, django, java, kubernetes, python",1.0,0.0,0.0,0.0,0.15,"flask, gcp, hadoop, linux, node.js, scikit-learn, tensorflow"
"hadoop, javascript, rest, react, scikit-learn, tableau","azure, django, git, graphql, hadoop, java, power bi, react, sql, scikit-learn",0.0,2.9,3.0,0.0,0.537,"javascript, rest, tableau"
"aws, excel, javascript, power bi, scikit-learn, tableau, tensorflow","graphql, linux, pytorch, python, rest, react, sql",2.0,0.6,0.0,0.0,0.228,"aws, excel, javascript, power bi, scikit-learn, tableau, tensorflow"
"docker, gcp, linux, numpy, sql, spark","ci/cd, docker, etl, flask, linux, pytorch",1.0,0.4,2.0,1.0,0.362,"gcp, numpy, sql, spark"
"excel, gcp, linux, node.js, scikit-learn, tableau","django, etl, kubernetes, pytorch",1.0,5.2,0.0,1.0,0.306,"excel, gcp, linux, node.js, scikit-learn, tableau"
"django, gcp, hadoop, python, react, sql","airflow, azure, excel, pytorch, r, spark, tableau",2.0,3.1,0.0,1.0,0.303,"django, gcp, hadoop, python, react, sql"
"aws, azure, linux, numpy, sql, tableau","azure, ci/cd, django, etl, flask, power bi, spark",3.0,6.1,1.0,1.0,0.493,"aws, linux, numpy, sql, tableau"
"django, excel, hadoop, linux, tensorflow","airflow, azure, django, git, kubernetes, r, sql, tensorflow",3.0,5.3,2.0,1.0,0.569,"excel, hadoop, linux"
"docker, etl, excel, flask, numpy, rest, scikit-learn","azure, etl, javascript, rest, react, sql",1.0,0.5,2.0,1.0,0.365,"docker, excel, flask, numpy, scikit-learn"
"git, javascript, kubernetes, linux, numpy, power bi, tableau, typescript","aws, airflow, ci/cd, django, docker, power bi, scikit-learn, tableau, typescript",2.0,6.7,3.0,1.0,0.711,"git, javascript, kubernetes, linux, numpy"
"airflow, java, kubernetes, power bi, python, react, tensorflow","airflow, docker, node.js, numpy, python, r, rest, react",1.0,1.2,3.0,0.0,0.486,"java, kubernetes, power bi, tensorflow"
"aws, ci/cd, django, etl, graphql","flask, gcp, graphql, kubernetes, linux, rest",1.0,0.1,1.0,1.0,0.253,"aws, ci/cd, django, etl"
"django, docker, flask, node.js, sql, spark","aws, airflow, azure, java, kubernetes, pytorch, react",1.0,2.5,0.0,0.0,0.225,"django, docker, flask, node.js, sql, spark"
"ci/cd, etl, graphql, numpy, pandas, python, rest","etl, power bi, python, r, spark",1.0,7.8,2.0,1.0,0.584,"ci/cd, graphql, numpy, pandas, rest"
"airflow, ci/cd, linux, power bi, pytorch","flask, git, graphql, linux, numpy, pytorch",1.0,3.0,2.0,1.0,0.44,"airflow, ci/cd, power bi"
"aws, ci/cd, java, power bi, tableau","aws, gcp, kubernetes, linux, pytorch, python, spark",1.0,4.2,1.0,1.0,0.376,"ci/cd, java, power bi, tableau"
"docker, numpy, rest, sql, scikit-learn, spark, tableau, typescript","airflow, ci/cd, docker, graphql, kubernetes, rest, react, sql, spark",2.0,1.9,4.0,1.0,0.667,"numpy, scikit-learn, tableau, typescript"
"azure, django, etl, excel, javascript, kubernetes, numpy, r","airflow, gcp, java, sql, tensorflow",1.0,0.9,0.0,0.0,0.177,"azure, django, etl, excel, javascript, kubernetes, numpy, r"
"airflow, excel, gcp, graphql, node.js, python, r, spark","airflow, etl, git, linux, node.js, rest",2.0,2.1,2.0,0.0,0.473,"excel, gcp, graphql, python, r, spark"
"airflow, node.js, numpy, rest, tensorflow","aws, azure, java, linux, pytorch, sql, tensorflow",1.0,4.9,1.0,0.0,0.397,"airflow, node.js, numpy, rest"
"aws, azure, git, graphql, kubernetes, rest","airflow, docker, pandas, power bi, r, typescript",1.0,0.0,0.0,0.0,0.15,"aws, azure, git, graphql, kubernetes, rest"
"hadoop, pandas, python, tableau, tensorflow","ci/cd, etl, flask, hadoop, power bi, python, react, scikit-learn, spark",1.0,3.9,2.0,1.0,0.467,"pandas, tableau, tensorflow"
"azure, flask, gcp, git, spark, tableau, tensorflow","aws, kubernetes, power bi, r",3.0,3.8,0.0,0.0,0.324,"azure, flask, gcp, git, spark, tableau, tensorflow"
"django, flask, python, react, tableau","aws, azure, flask, gcp, linux, python",1.0,3.7,2.0,0.0,0.461,"django, react, tableau"
"aws, docker, flask, graphql, kubernetes, react, sql, scikit-learn","git, power bi, pytorch, react, typescript",2.0,2.9,1.0,0.0,0.397,"aws, docker, flask, graphql, kubernetes, sql, scikit-learn"
"etl, hadoop, pytorch, rest, react, sql, tensorflow","aws, airflow, azure, node.js, rest, sql, tensorflow",2.0,3.7,3.0,1.0,0.621,"etl, hadoop, pytorch, react"
"aws, etl, java, power bi, r, spark","aws, docker, flask, graphql, javascript, linux, r, rest, react, typescript",2.0,2.5,2.0,1.0,0.485,"etl, java, power bi, spark"
"airflow, docker, hadoop, java, javascript, kubernetes, typescript","airflow, ci/cd, etl, gcp, pytorch, python, scikit-learn",1.0,2.2,1.0,0.0,0.316,"docker, hadoop, java, javascript, kubernetes, typescript"
"aws, azure, git, graphql, java, power bi","airflow, ci/cd, flask, kubernetes, pytorch, python, rest, tableau, tensorflow",2.0,4.4,0.0,0.0,0.342,"aws, azure, git, graphql, java, power bi"
"ci/cd, git, java, javascript, pandas, react, scikit-learn","ci/cd, django, etl, excel, flask, git, linux, node.js, pytorch, scikit-learn",3.0,3.2,3.0,0.0,0.606,"java, javascript, pandas, react"
"django, docker, excel, git, java, javascript, python, sql","airflow, docker, graphql, kubernetes, r, tableau, typescript",2.0,3.6,1.0,1.0,0.418,"django, excel, git, java, javascript, python, sql"
"git, hadoop, numpy, power bi, pytorch, python, r, typescript","etl, gcp, git, graphql, r, rest, tableau",2.0,3.2,2.0,0.0,0.506,"hadoop, numpy, power bi, pytorch, python, typescript"
"etl, kubernetes, linux, pandas, power bi, python, scikit-learn","airflow, ci/cd, django, flask, node.js, numpy, pytorch",1.0,4.8,0.0,0.0,0.294,"etl, kubernetes, linux, pandas, power bi, python, scikit-learn"
"etl, graphql, java, javascript, python, spark, tensorflow","airflow, etl, gcp, graphql, javascript, power bi, tableau",1.0,0.4,3.0,0.0,0.462,"java, python, spark, tensorflow"
"airflow, etl, pytorch, rest, sql, scikit-learn","docker, excel, gcp, numpy, power bi, rest, spark, tensorflow, typescript",2.0,4.0,1.0,1.0,0.43,"airflow, etl, pytorch, sql, scikit-learn"
"django, docker, etl, graphql, javascript, rest, scikit-learn, tableau","aws, docker, gcp, git, javascript, node.js, react, sql, tableau, tensorflow",2.0,3.7,3.0,1.0,0.621,"django, etl, graphql, rest, scikit-learn"
"airflow, ci/cd, graphql, python, sql","aws, docker, hadoop, kubernetes, numpy, pandas, sql, tableau",2.0,5.0,1.0,0.0,0.46,"airflow, ci/cd, graphql, python"
"azure, graphql, hadoop, pandas, scikit-learn, tensorflow","azure, excel, git, graphql, javascript, node.js",1.0,2.9,2.0,1.0,0.437,"hadoop, pandas, scikit-learn, tensorflow"
"airflow, django, gcp, power bi, rest, spark","etl, excel, gcp, java, r, sql",1.0,0.4,1.0,0.0,0.262,"airflow, django, power bi, rest, spark"
"docker, kubernetes, power bi, pytorch, tensorflow","ci/cd, django, etl, git, javascript, node.js, rest, sql, tableau",1.0,4.4,0.0,0.0,0.282,"docker, kubernetes, power bi, pytorch, tensorflow"
"flask, java, javascript, python, react, sql, spark, tensorflow","airflow, etl, flask, graphql, kubernetes, pytorch",1.0,1.5,1.0,0.0,0.295,"java, javascript, python, react, sql, spark, tensorflow"
"azure, ci/cd, docker, graphql, node.js, python, sql, tableau","gcp, graphql, javascript, numpy, power bi, python, rest",1.0,0.4,2.0,0.0,0.362,"azure, ci/cd, docker, node.js, sql, tableau"
"airflow, django, excel, linux, numpy, react, scikit-learn","aws, flask, git, graphql, javascript, linux, node.js, pytorch, typescript",1.0,2.7,1.0,0.0,0.331,"airflow, django, excel, numpy, react, scikit-learn"
"airflow, azure, excel, linux, pytorch, rest","airflow, azure, rest, scikit-learn",1.0,3.5,3.0,1.0,0.555,"excel, linux, pytorch"
"javascript, node.js, power bi, pytorch, typescript","ci/cd, docker, graphql, python",3.0,5.2,0.0,1.0,0.366,"javascript, node.js, power bi, pytorch, typescript"
"airflow, docker, pandas, python, rest, react, spark","azure, ci/cd, etl, java, python, spark",0.0,4.8,2.0,0.0,0.494,"airflow, docker, pandas, rest, react"
"docker, excel, flask, linux, scikit-learn","flask, gcp, hadoop, node.js, numpy, react, sql, tensorflow",3.0,1.7,1.0,0.0,0.361,"docker, excel, linux, scikit-learn"
"graphql, java, javascript, linux, rest, spark","graphql, linux, node.js, r, react, tensorflow, typescript",1.0,4.7,2.0,0.0,0.491,"java, javascript, rest, spark"
"aws, airflow, django, flask, kubernetes, r, sql","javascript, linux, react, typescript",2.0,0.0,0.0,1.0,0.21,"aws, airflow, django, flask, kubernetes, r, sql"
"azure, docker, hadoop, java, linux, sql, scikit-learn","flask, gcp, linux, node.js, power bi, r, rest, sql, spark, typescript",2.0,2.2,2.0,1.0,0.476,"azure, docker, hadoop, java, scikit-learn"
"docker, hadoop, kubernetes, numpy, rest, spark","docker, hadoop, kubernetes, linux, spark",0.0,0.0,4.0,1.0,0.55,"numpy, rest"
"gcp, graphql, hadoop, node.js, pandas, r, tensorflow, typescript","flask, java, linux, pandas, rest, sql",1.0,8.2,1.0,0.0,0.496,"gcp, graphql, hadoop, node.js, r, tensorflow, typescript"
"flask, linux, node.js, sql, spark, tableau","excel, git, graphql, node.js, pandas, r, tensorflow, typescript",3.0,1.7,1.0,1.0,0.361,"flask, linux, sql, spark, tableau"
"excel, graphql, java, pandas, typescript","aws, airflow, git, kubernetes, numpy, power bi, react, spark",0.0,2.1,0.0,0.0,0.213,"excel, graphql, java, pandas, typescript"
"aws, django, java, power bi, react, tensorflow","django, excel, git, graphql, hadoop, kubernetes, rest, scikit-learn",1.0,4.7,1.0,1.0,0.391,"aws, java, power bi, react, tensorflow"
"django, flask, git, javascript, numpy, python","django, excel, python, rest",1.0,6.2,2.0,1.0,0.536,"flask, git, javascript, numpy"
"excel, hadoop, linux, node.js, spark, typescript","git, python, react, tensorflow",2.0,1.0,0.0,0.0,0.24,"excel, hadoop, linux, node.js, spark, typescript"
"aws, airflow, azure, git, node.js, tensorflow","aws, airflow, azure, ci/cd, docker, hadoop, java, linux, numpy, tableau",2.0,3.5,3.0,1.0,0.615,"git, node.js, tensorflow"
"aws, airflow, gcp, node.js, react","azure, hadoop, java, pandas, r, rest, typescript",3.0,1.4,0.0,0.0,0.252,"aws, airflow, gcp, node.js, react"
"aws, azure, excel, git, graphql, pytorch, r","django, hadoop, linux, pandas, tensorflow",2.0,0.0,0.0,0.0,0.21,"aws, azure, excel, git, graphql, pytorch, r"
"java, javascript, pytorch, scikit-learn, tableau","airflow, ci/cd, django, hadoop, java, javascript, pandas, pytorch, rest",2.0,5.4,3.0,1.0,0.672,"scikit-learn, tableau"
"node.js, rest, react, sql, scikit-learn","excel, git, hadoop, java, kubernetes, numpy, pandas, react, scikit-learn, spark",1.0,5.2,2.0,0.0,0.506,"node.js, rest, sql"
"aws, airflow, django, flask, java, node.js, numpy","gcp, git, hadoop, javascript, linux, react, scikit-learn, typescript",1.0,2.0,0.0,0.0,0.21,"aws, airflow, django, flask, java, node.js, numpy"
"airflow, azure, excel, gcp, linux, tensorflow","docker, etl, flask, kubernetes, linux, pandas, r, rest, sql, typescript",1.0,4.1,1.0,0.0,0.373,"airflow, azure, excel, gcp, tensorflow"
